trials.label	trials.startVal	trials.stepSizes	trials.maxVal	trials.minVal	trials.thisIndex	trials.thisRepN	trials.thisN	trials.direction	trials.stepSize	trials.stepType	trials.intensity	key_resp.corr	trials.response	participant	session	date	expName	psychopyVersion	frameRate
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	100	99	up	0.005	db	0.051400815	0	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	101	100	up	0.005	db	0.051430412	0	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	102	101	up	0.005	db	0.051460026	0	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	103	102	up	0.005	db	0.051489658	0	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	104	103	up	0.005	db	0.051519306	0	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	105	104	up	0.005	db	0.051519306	1	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	106	105	up	0.005	db	0.051548971	0	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	107	106	up	0.005	db	0.051578654	0	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	108	107	up	0.005	db	0.051608354	0	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	109	108	up	0.005	db	0.05163807	0	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	110	109	up	0.005	db	0.051667804	0	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	111	110	up	0.005	db	0.051697555	0	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	112	111	up	0.005	db	0.051697555	1	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	113	112	up	0.005	db	0.051697555	1	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	114	113	up	0.005	db	0.051727323	0	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	115	114	up	0.005	db	0.051757108	0	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	116	115	up	0.005	db	0.051757108	1	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	117	116	up	0.005	db	0.051757108	1	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	118	117	down	0.005	db	0.051727323	1	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	119	118	up	0.005	db	0.051757108	0	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	120	119	up	0.005	db	0.051786911	0	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	121	120	up	0.005	db	0.051786911	1	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	122	121	up	0.005	db	0.05181673	0	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	123	122	up	0.005	db	0.05181673	1	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	124	123	up	0.005	db	0.05181673	1	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	125	124	down	0.005	db	0.051786911	1	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	126	125	down	0.005	db	0.051786911	1	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	127	126	up	0.005	db	0.05181673	0	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	128	127	up	0.005	db	0.051846567	0	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	129	128	up	0.005	db	0.051876421	0	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	130	129	up	0.005	db	0.051876421	1	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	131	130	up	0.005	db	0.051906292	0	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	132	131	up	0.005	db	0.051906292	1	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	133	132	up	0.005	db	0.051906292	1	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	134	133	up	0.005	db	0.05193618	0	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	135	134	up	0.005	db	0.051966086	0	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	136	135	up	0.005	db	0.051966086	1	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	137	136	up	0.005	db	0.051996008	0	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	138	137	up	0.005	db	0.051996008	1	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	139	138	up	0.005	db	0.051996008	1	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	140	139	down	0.005	db	0.051966086	1	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	141	140	down	0.005	db	0.051966086	1	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	142	141	down	0.005	db	0.051966086	1	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	143	142	up	0.005	db	0.051996008	0	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	144	143	up	0.005	db	0.052025948	0	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	145	144	up	0.005	db	0.052025948	1	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	146	145	up	0.005	db	0.052055905	0	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	147	146	up	0.005	db	0.05208588	0	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	148	147	up	0.005	db	0.052115871	0	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	149	148	up	0.005	db	0.052115871	1	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	150	149	up	0.005	db	0.052115871	1	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	151	150	up	0.005	db	0.05214588	0	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	152	151	up	0.005	db	0.052175907	0	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	153	152	up	0.005	db	0.052175907	1	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	154	153	up	0.005	db	0.052175907	1	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	155	154	up	0.005	db	0.05220595	0	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	156	155	up	0.005	db	0.05220595	1	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	157	156	up	0.005	db	0.052236011	0	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	158	157	up	0.005	db	0.052266089	0	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	159	158	up	0.005	db	0.052266089	1	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	160	159	up	0.005	db	0.052266089	1	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	161	160	up	0.005	db	0.052296185	0	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	162	161	up	0.005	db	0.052296185	1	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	163	162	up	0.005	db	0.052296185	1	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	164	163	up	0.005	db	0.052326297	0	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	165	164	up	0.005	db	0.052326297	1	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	166	165	up	0.005	db	0.052356427	0	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	167	166	up	0.005	db	0.052356427	1	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	168	167	up	0.005	db	0.052356427	1	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	169	168	up	0.005	db	0.052386575	0	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	170	169	up	0.005	db	0.052386575	1	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	171	170	up	0.005	db	0.05241674	0	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	172	171	up	0.005	db	0.05241674	1	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	173	172	up	0.005	db	0.05241674	1	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	174	173	down	0.005	db	0.052386575	1	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	175	174	down	0.005	db	0.052386575	1	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	176	175	up	0.005	db	0.05241674	0	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	177	176	up	0.005	db	0.05241674	1	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	178	177	up	0.005	db	0.05241674	1	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	179	178	down	0.005	db	0.052386575	1	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	180	179	up	0.005	db	0.05241674	0	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	181	180	up	0.005	db	0.05241674	1	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	182	181	up	0.005	db	0.05241674	1	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	183	182	up	0.005	db	0.052446922	0	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	184	183	up	0.005	db	0.052477121	0	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	185	184	up	0.005	db	0.052507338	0	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	186	185	up	0.005	db	0.052507338	1	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	187	186	up	0.005	db	0.052537573	0	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	188	187	up	0.005	db	0.052537573	1	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	189	188	up	0.005	db	0.052567825	0	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	190	189	up	0.005	db	0.052567825	1	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	191	190	up	0.005	db	0.052598094	0	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	192	191	up	0.005	db	0.052598094	1	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	193	192	up	0.005	db	0.05262838	0	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	194	193	up	0.005	db	0.052658684	0	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	195	194	up	0.005	db	0.052658684	1	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	196	195	up	0.005	db	0.052689006	0	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	197	196	up	0.005	db	0.052719345	0	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	198	197	up	0.005	db	0.052749701	0	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	199	198	up	0.005	db	0.052749701	1	1	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
cont 	0.05	"[0.01, 0.01, 0.005, 0.005]"	1	0	0	200	199	up	0.005	db	0.052749701	1	0	jainil	1	2022-09-05_17h34.18.031	grating	2022.1.4	59.98282092
